,Education,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,joined_days,Age,Living_With,Children,Family_Size,Is_Parent
1843,Postgraduate,68148.0,86,389,66,408,37,57,85,1,4,4,6,2,4313,67,Partner,0,2,0
1844,Postgraduate,65735.0,37,239,7,119,4,15,11,5,6,2,6,7,4337,59,Partner,2,4,1
1845,Postgraduate,86836.0,7,179,21,273,0,21,63,1,6,10,6,5,4698,49,Partner,0,2,0
1846,Postgraduate,4023.0,29,5,0,1,1,1,1,15,0,0,0,19,3956,61,Partner,2,4,1
1847,Graduate,30093.0,19,2,6,28,13,4,16,1,2,0,3,7,4336,34,Partner,0,2,0
1848,Postgraduate,57705.0,14,383,0,53,6,4,40,3,8,1,6,6,3968,58,Partner,1,3,1
1849,Graduate,25008.0,72,2,8,8,6,1,9,2,1,0,3,8,3977,36,Alone,1,2,1
1850,Undergraduate,83257.0,56,536,27,590,38,107,67,1,5,10,12,6,4692,29,Alone,0,1,0
1851,Graduate,22280.0,85,2,1,4,3,1,2,1,1,0,2,8,4325,49,Partner,1,3,1
1852,Postgraduate,72159.0,62,322,53,899,34,40,53,1,4,6,10,2,4681,46,Partner,0,2,0
1853,Graduate,64260.0,1,539,169,816,20,0,30,1,4,5,4,3,4333,63,Partner,0,2,0
1854,Postgraduate,82733.0,28,712,50,420,65,38,38,1,8,4,7,4,4334,40,Alone,0,1,0
1855,Postgraduate,74290.0,70,1121,0,72,0,12,12,4,10,8,10,6,4332,53,Alone,1,2,1
1856,Postgraduate,58217.0,84,68,1,13,3,5,13,1,2,0,4,6,4693,73,Alone,3,4,1
1857,Postgraduate,21024.0,89,36,4,18,6,2,18,1,2,0,4,7,4340,48,Partner,0,2,0
1858,Postgraduate,70116.0,73,707,44,603,95,58,29,1,2,8,12,1,4318,52,Partner,0,2,0
1859,Graduate,54006.0,42,174,77,203,6,24,97,2,8,1,7,7,4692,39,Partner,1,3,1
1860,Postgraduate,69063.0,16,666,35,124,69,8,26,1,5,3,5,3,4703,58,Partner,1,3,1
1861,Undergraduate,11448.0,16,0,0,0,6,2,6,1,1,0,2,6,4329,49,Alone,0,1,0
1862,Graduate,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,4337,45,Alone,1,2,1
1863,Graduate,70886.0,65,407,70,239,103,88,53,1,5,4,4,2,4330,53,Partner,1,3,1
1864,Graduate,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,4701,42,Partner,0,2,0
1865,Graduate,60208.0,13,488,23,71,15,0,59,11,8,3,7,7,4703,51,Alone,2,3,1
1866,Postgraduate,32889.0,78,28,0,13,4,2,8,3,2,1,3,5,4338,56,Partner,2,4,1
1867,Graduate,34738.0,51,3,2,10,3,0,2,1,1,0,3,6,3968,40,Alone,1,2,1
1868,Postgraduate,30538.0,27,284,0,52,8,3,20,4,9,0,4,10,4709,53,Partner,1,3,1
1869,Undergraduate,82326.0,30,938,142,754,159,81,183,1,5,10,6,2,3969,47,Partner,0,2,0
1870,Postgraduate,26642.0,71,13,2,15,2,2,8,2,2,0,3,6,3978,57,Alone,1,2,1
1871,Graduate,69932.0,97,412,172,153,150,105,57,2,7,6,11,4,4332,60,Alone,1,2,1
1872,Graduate,44503.0,83,31,1,8,0,0,8,2,2,0,3,6,3963,52,Alone,2,3,1
1873,Postgraduate,60200.0,3,502,19,132,0,6,26,6,6,2,11,6,4342,76,Alone,1,2,1
1874,Graduate,49638.0,71,18,10,3,3,5,0,1,1,0,3,2,3960,72,Alone,1,2,1
1875,Undergraduate,23830.0,3,1,8,6,4,8,16,1,1,0,3,7,3972,37,Alone,0,1,0
1876,Postgraduate,33051.0,15,100,71,243,108,94,219,3,9,1,8,9,4694,65,Alone,0,1,0
1877,Graduate,72905.0,52,407,114,445,181,165,203,1,3,7,9,1,3958,66,Partner,0,2,0
1878,Postgraduate,69702.0,8,664,9,240,50,19,57,2,7,7,10,4,4325,73,Partner,1,3,1
1879,Graduate,70300.0,89,1045,61,338,60,46,46,3,5,5,13,8,4329,49,Alone,1,2,1
1880,Postgraduate,70643.0,66,1218,107,304,23,143,33,1,5,8,4,6,4695,40,Partner,0,2,0
1881,Postgraduate,30396.0,22,15,0,6,0,1,12,2,1,1,2,7,3949,55,Partner,1,3,1
1882,Postgraduate,50616.0,56,128,0,16,0,1,4,2,4,0,4,7,3961,56,Alone,1,2,1
1883,Postgraduate,62772.0,74,581,49,157,43,8,108,1,5,6,11,2,4325,55,Alone,1,2,1
1884,Postgraduate,30298.0,48,6,3,12,6,1,0,1,1,1,3,3,3960,39,Alone,0,1,0
1885,Graduate,52413.0,67,185,8,133,56,56,12,2,7,1,7,7,4707,40,Alone,1,2,1
1886,Postgraduate,44155.0,24,22,1,9,0,0,14,1,1,1,2,4,3960,67,Partner,2,4,1
1887,Postgraduate,86979.0,67,584,100,835,65,83,35,1,5,5,5,2,4337,53,Alone,0,1,0
1888,Graduate,76532.0,38,355,30,177,90,138,30,4,9,5,7,5,4335,49,Partner,2,4,1
1889,Graduate,42081.0,86,175,10,110,54,6,27,2,6,3,4,6,4318,42,Partner,1,3,1
1890,Postgraduate,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,4679,36,Partner,0,2,0
1891,Postgraduate,88420.0,87,957,153,612,99,95,153,1,4,7,8,1,3977,35,Partner,0,2,0
1892,Graduate,31158.0,62,25,6,16,20,0,5,2,2,0,3,8,4317,39,Partner,1,3,1
1893,Graduate,61671.0,23,641,7,56,0,0,28,8,10,4,6,8,3976,56,Alone,1,2,1
1894,Graduate,69719.0,99,273,86,208,177,14,43,1,2,3,5,1,3953,50,Alone,0,1,0
1895,Graduate,49160.0,29,122,21,43,25,10,15,2,3,1,6,6,4324,75,Alone,1,2,1
1896,Undergraduate,24882.0,52,1,4,10,29,0,36,1,1,1,2,6,4701,46,Partner,1,3,1
1897,Postgraduate,90933.0,90,1020,31,430,62,63,79,1,4,6,4,1,3948,70,Alone,0,1,0
1898,Postgraduate,113734.0,9,6,2,3,1,262,3,0,27,0,0,1,3951,79,Alone,0,1,0
1899,Postgraduate,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,4331,74,Partner,1,3,1
1900,Postgraduate,45759.0,13,42,1,18,3,0,4,2,2,0,3,7,4321,60,Partner,2,4,1
1901,Graduate,22148.0,16,15,5,14,0,4,11,1,1,0,3,7,3966,41,Alone,0,1,0
1902,Postgraduate,73395.0,94,272,7,80,20,7,11,1,4,4,6,2,3961,37,Partner,0,2,0
1903,Graduate,29819.0,77,9,1,24,2,1,2,3,3,0,3,6,4320,53,Alone,1,2,1
1904,Graduate,45688.0,20,279,0,18,0,0,9,2,3,1,8,4,3954,56,Partner,1,3,1
1905,Graduate,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,4333,70,Partner,0,2,0
1906,Postgraduate,60491.0,81,637,47,237,12,19,76,4,6,11,7,5,4338,53,Partner,1,3,1
1907,Graduate,33235.0,71,45,0,16,2,1,6,1,3,0,3,7,3974,38,Partner,1,3,1
1908,Graduate,35701.0,36,21,1,9,7,3,5,1,1,0,3,6,4325,65,Partner,0,2,0
1909,Postgraduate,31535.0,95,15,4,13,0,0,19,1,1,1,2,7,4318,44,Partner,1,3,1
1910,Undergraduate,92556.0,32,493,183,352,184,23,28,0,3,5,13,0,3959,64,Partner,0,2,0
1911,Graduate,67384.0,32,957,40,175,158,53,107,2,7,8,5,5,4700,54,Alone,1,2,1
1912,Postgraduate,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,4696,53,Partner,0,2,0
1913,Graduate,77870.0,93,1017,50,500,65,50,133,3,5,5,5,8,4688,57,Partner,1,3,1
1914,Postgraduate,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,4319,61,Alone,1,2,1
1915,Graduate,57107.0,44,159,0,120,0,0,137,7,4,4,8,8,4686,56,Alone,1,2,1
1916,Graduate,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,4328,34,Partner,0,2,0
1917,Postgraduate,36038.0,82,23,0,15,0,2,7,2,3,0,3,6,4313,43,Alone,1,2,1
1918,Graduate,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,4324,48,Alone,0,1,0
1919,Postgraduate,34230.0,72,15,0,4,0,0,2,1,1,0,2,7,4684,59,Partner,2,4,1
1920,Undergraduate,31878.0,7,23,4,5,10,5,23,1,1,0,4,3,3957,47,Alone,1,2,1
1921,Undergraduate,70932.0,57,200,193,100,46,185,185,2,6,2,12,3,3960,52,Partner,1,3,1
1922,Graduate,91249.0,84,1324,27,119,71,108,27,0,7,9,6,4,4690,68,Alone,0,1,0
1923,Postgraduate,77598.0,53,1193,33,281,129,66,33,1,7,5,13,3,4343,81,Alone,0,1,0
1924,Graduate,80982.0,48,505,137,401,104,22,22,3,11,5,11,5,4336,65,Alone,2,3,1
1925,Postgraduate,22701.0,2,2,4,9,0,4,5,1,1,0,3,5,4339,47,Partner,1,3,1
1926,Postgraduate,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,4687,55,Partner,1,3,1
1927,Graduate,70617.0,45,353,61,753,40,46,27,1,3,3,7,2,4321,54,Partner,0,2,0
1928,Graduate,64849.0,42,652,48,350,94,84,108,1,9,3,6,5,4697,67,Alone,0,1,0
1929,Postgraduate,62694.0,29,379,6,157,25,91,91,5,9,3,7,7,4327,59,Partner,2,4,1
1930,Postgraduate,61917.0,83,46,4,36,2,2,1,1,2,0,4,5,4324,50,Partner,2,4,1
1931,Postgraduate,67472.0,93,162,31,127,8,17,69,2,4,2,7,3,4316,77,Partner,1,3,1
1932,Postgraduate,21059.0,40,8,3,19,3,3,8,3,3,0,3,6,3972,42,Partner,1,3,1
1933,Postgraduate,29543.0,47,17,3,18,3,4,18,2,3,1,2,7,3978,56,Partner,2,4,1
1934,Graduate,75903.0,50,340,108,185,130,38,100,2,6,6,9,3,4336,73,Partner,1,3,1
1935,Undergraduate,34984.0,40,8,4,15,3,5,3,2,1,0,3,7,4704,49,Partner,2,4,1
1936,Postgraduate,54998.0,3,154,22,202,39,30,8,5,4,2,9,4,4334,68,Alone,1,2,1
1937,Postgraduate,54356.0,62,710,15,30,20,0,0,3,11,2,8,8,4691,75,Alone,1,2,1
1938,Postgraduate,34242.0,25,8,2,4,0,0,1,1,0,0,3,5,3956,65,Partner,1,3,1
1939,Graduate,25410.0,48,2,2,4,13,13,4,1,1,0,4,4,4313,51,Partner,1,3,1
1940,Postgraduate,73356.0,56,1050,14,322,0,14,112,1,5,11,5,2,3973,40,Partner,0,2,0
1941,Graduate,28320.0,68,19,1,14,3,2,4,1,1,0,3,8,4330,74,Partner,1,3,1
1942,Graduate,23763.0,64,22,0,6,6,2,6,1,1,0,3,7,4703,47,Alone,1,2,1
1943,Graduate,72570.0,67,274,83,216,151,141,224,1,4,6,12,1,3954,40,Partner,0,2,0
1944,Postgraduate,34529.0,94,68,6,38,3,6,41,2,2,2,3,7,4696,48,Partner,1,3,1
1945,Graduate,70792.0,82,344,45,654,104,11,114,2,3,4,10,3,4338,73,Alone,0,1,0
1946,Graduate,63211.0,3,145,193,459,205,26,145,2,3,8,7,2,4708,42,Partner,0,2,0
1947,Postgraduate,83891.0,24,217,38,350,111,85,15,1,4,7,10,1,3959,50,Partner,1,3,1
1948,Graduate,36065.0,54,18,7,34,10,2,3,3,3,0,3,8,4313,56,Alone,2,3,1
1949,Graduate,39898.0,20,69,8,26,12,7,12,2,3,0,4,7,4332,70,Partner,1,3,1
1950,Postgraduate,51141.0,96,144,0,7,0,0,6,1,3,1,4,5,4336,84,Alone,0,1,0
1951,Graduate,56939.0,19,256,34,103,90,29,49,2,3,3,10,3,4326,48,Partner,1,3,1
1952,Graduate,80872.0,60,483,72,567,94,12,108,1,4,4,10,1,3967,73,Alone,0,1,0
1953,Postgraduate,72335.0,2,1285,105,653,28,21,0,1,10,4,8,8,4697,48,Partner,0,2,0
1954,Postgraduate,61798.0,13,338,4,89,11,8,13,1,4,2,9,4,4321,60,Alone,0,1,0
1955,Postgraduate,76842.0,37,605,10,345,84,54,32,1,1,8,7,0,3976,74,Alone,0,1,0
1956,Graduate,29478.0,59,8,0,7,3,1,1,1,1,0,3,6,3962,48,Partner,1,3,1
1957,Graduate,46998.0,55,172,41,86,45,6,27,5,5,3,5,7,4688,68,Alone,1,2,1
1958,Graduate,96843.0,60,448,71,951,40,17,17,1,6,11,10,2,4321,34,Alone,0,1,0
1959,Postgraduate,56551.0,48,67,4,32,17,2,16,3,2,1,4,4,3972,74,Alone,2,3,1
1960,Postgraduate,70053.0,38,512,53,98,81,179,89,3,8,5,10,5,4341,59,Partner,1,3,1
1961,Postgraduate,71670.0,8,1462,16,128,0,0,160,1,5,3,6,6,4335,62,Alone,0,1,0
1962,Graduate,44359.0,19,20,0,14,7,3,1,3,2,0,4,3,3962,46,Partner,2,4,1
1963,Graduate,40887.0,32,50,4,44,10,10,43,3,3,1,3,9,4338,72,Alone,2,3,1
1964,Graduate,48877.0,27,102,1,15,2,0,24,1,3,0,4,7,3974,58,Alone,1,2,1
1965,Graduate,74485.0,58,499,149,815,173,49,49,1,6,7,12,3,4320,77,Partner,0,2,0
1966,Graduate,64474.0,59,381,35,172,56,86,93,2,8,2,10,5,4322,52,Partner,1,3,1
1967,Graduate,77226.0,29,631,43,239,128,76,21,2,6,8,12,3,3951,61,Partner,1,3,1
1968,Graduate,72643.0,60,526,80,553,123,94,53,1,3,10,7,2,4317,75,Alone,0,1,0
1969,Postgraduate,85738.0,41,913,26,376,17,26,13,1,3,6,11,1,3956,46,Partner,0,2,0
1970,Graduate,55686.0,27,673,0,199,37,47,26,2,6,3,5,4,4330,58,Alone,1,2,1
1971,Graduate,39062.0,28,23,0,9,0,0,12,1,1,0,3,4,3954,41,Alone,1,2,1
1972,Graduate,34600.0,8,199,33,60,8,3,15,5,5,2,5,8,4343,53,Partner,2,4,1
1973,Graduate,40794.0,18,261,23,73,4,23,50,2,6,3,5,7,4337,49,Partner,1,3,1
1974,Undergraduate,54690.0,76,111,16,37,7,9,18,3,3,1,5,3,4337,53,Partner,2,4,1
1975,Graduate,4428.0,0,16,4,12,2,4,321,0,25,0,0,1,4339,55,Partner,1,3,1
1976,Undergraduate,32632.0,32,63,151,137,153,19,53,2,4,4,8,5,4708,61,Partner,0,2,0
1977,Postgraduate,38236.0,2,58,0,18,2,0,10,4,3,0,4,7,4324,56,Alone,2,3,1
1978,Graduate,36781.0,16,29,1,17,0,3,13,1,2,1,2,8,3969,45,Partner,1,3,1
1979,Postgraduate,31385.0,56,3,2,12,0,1,9,1,1,0,2,8,4705,40,Alone,1,2,1
1980,Graduate,24570.0,97,28,34,62,11,14,44,3,4,0,4,9,4317,40,Partner,1,3,1
1981,Postgraduate,25509.0,15,40,3,30,10,7,11,3,3,0,3,9,4692,50,Alone,1,2,1
1982,Graduate,94642.0,35,879,143,797,106,143,143,0,5,7,9,1,3967,73,Partner,0,2,0
1983,Postgraduate,58646.0,3,62,1,44,6,5,22,1,2,1,4,4,4334,62,Partner,1,3,1
1984,Graduate,53201.0,49,280,7,81,20,0,27,8,6,3,5,7,4332,49,Alone,2,3,1
1985,Graduate,21994.0,4,9,0,6,3,1,3,1,0,0,3,5,4686,67,Partner,1,3,1
1986,Graduate,57113.0,45,182,4,33,0,2,42,6,4,1,5,7,4338,46,Partner,2,4,1
1987,Graduate,51373.0,37,83,2,101,64,26,117,1,3,5,3,4,4322,33,Partner,0,2,0
1988,Graduate,23477.0,39,38,15,54,3,8,29,3,3,0,4,8,4323,38,Partner,1,3,1
1989,Graduate,58116.0,38,228,19,130,4,11,51,2,3,3,8,2,3966,68,Partner,1,3,1
1990,Postgraduate,72968.0,8,1092,37,592,145,37,55,1,5,5,8,3,4328,61,Alone,0,1,0
1991,Postgraduate,39791.0,89,85,15,27,13,13,21,2,3,1,4,7,4316,53,Partner,1,3,1
1992,Postgraduate,91712.0,47,1276,24,746,94,29,48,0,9,7,11,3,4327,77,Alone,0,1,0
1993,Graduate,94472.0,75,1017,33,417,108,100,16,1,5,5,5,5,3976,66,Alone,1,2,1
1994,Graduate,13672.0,86,6,2,9,2,1,5,2,1,0,3,8,4327,64,Partner,2,4,1
1995,Undergraduate,96547.0,4,448,21,125,52,101,62,0,7,6,8,2,3956,44,Partner,0,2,0
1996,Graduate,79205.0,73,504,23,117,179,28,44,1,6,5,4,4,4681,49,Partner,0,2,0
1997,Postgraduate,56559.0,46,226,22,133,41,31,31,3,4,3,8,4,4685,49,Partner,1,3,1
1998,Postgraduate,32644.0,38,239,3,141,0,7,23,4,7,1,6,8,4328,51,Partner,1,3,1
1999,Undergraduate,67506.0,73,90,38,67,33,36,67,1,4,1,6,3,3977,44,Alone,1,2,1
2000,Graduate,24206.0,66,7,2,8,3,2,3,1,1,0,3,6,4336,54,Alone,1,2,1
2001,Postgraduate,28420.0,36,4,2,5,2,0,0,1,1,0,2,6,4320,57,Alone,1,2,1
2002,Graduate,22979.0,29,16,17,19,20,21,22,3,3,2,2,8,4704,54,Partner,1,3,1
2003,Graduate,33279.0,29,10,3,3,0,0,0,1,0,0,3,3,3967,58,Alone,0,1,0
2004,Postgraduate,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,4326,52,Alone,2,3,1
2005,Graduate,30368.0,97,35,0,13,2,0,2,2,2,0,3,8,4337,47,Partner,1,3,1
2006,Graduate,63684.0,61,575,80,428,208,93,80,3,8,4,8,5,4684,54,Partner,1,3,1
2007,Graduate,41638.0,68,315,0,31,4,0,91,4,5,5,3,8,4331,60,Alone,1,2,1
2008,Postgraduate,68805.0,73,182,2,49,17,13,20,1,3,1,7,2,4327,65,Alone,1,2,1
2009,Postgraduate,65814.0,90,561,14,113,10,14,35,3,8,2,10,5,3977,58,Partner,1,3,1
2010,Graduate,71964.0,81,587,51,932,180,34,86,1,5,6,5,3,4324,66,Alone,0,1,0
2011,Graduate,39146.0,1,94,1,33,13,12,12,3,4,0,4,8,4330,38,Alone,1,2,1
2012,Graduate,96876.0,79,908,43,735,40,194,21,1,7,7,9,2,4338,47,Partner,0,2,0
2013,Undergraduate,34445.0,92,228,122,122,208,129,30,6,11,2,8,9,4317,43,Partner,0,2,0
2014,Graduate,68281.0,31,995,112,417,42,48,41,1,2,9,13,5,4703,66,Alone,0,1,0
2015,Undergraduate,37284.0,46,11,1,2,2,1,6,1,0,0,3,6,4315,49,Partner,2,4,1
2016,Graduate,36790.0,14,3,3,14,15,21,10,1,2,1,2,9,4343,41,Partner,0,2,0
2017,Graduate,27943.0,89,12,1,16,4,1,3,3,2,0,3,8,4329,57,Partner,2,4,1
2018,Graduate,22263.0,31,17,0,2,0,0,2,2,1,0,3,6,3949,73,Alone,2,3,1
2019,Graduate,30261.0,75,8,0,5,0,3,6,1,0,0,3,8,4685,52,Partner,3,5,1
2020,Graduate,28587.0,42,22,4,17,12,10,13,3,2,0,4,6,3967,46,Partner,1,3,1
2021,Postgraduate,43815.0,53,14,10,29,4,7,15,1,2,0,3,6,4339,42,Partner,1,3,1
2022,Graduate,48195.0,53,106,27,68,52,7,5,6,4,2,5,6,3958,68,Partner,2,4,1
2023,Postgraduate,77027.0,23,820,57,242,45,0,11,2,8,3,6,4,3974,72,Partner,1,3,1
2024,Postgraduate,71322.0,57,753,43,226,69,10,204,2,8,5,13,4,4328,59,Partner,1,3,1
2025,Postgraduate,32765.0,49,13,3,17,7,3,3,2,2,0,4,5,3956,45,Partner,1,3,1
2026,Graduate,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,4332,59,Partner,2,4,1
2027,Graduate,23272.0,29,19,3,6,4,2,12,1,1,0,3,4,4327,71,Alone,0,1,0
2028,Postgraduate,49912.0,5,520,8,223,32,49,42,4,10,5,7,8,4703,75,Partner,1,3,1
2029,Undergraduate,7500.0,98,5,17,17,13,14,34,4,2,1,3,9,4709,39,Partner,1,3,1
2030,Postgraduate,68117.0,80,618,44,215,0,17,36,2,11,8,4,6,4334,77,Alone,1,2,1
2031,Graduate,67225.0,4,315,35,322,46,7,143,3,7,2,11,5,4318,69,Partner,1,3,1
2032,Graduate,17649.0,70,15,1,23,0,5,1,3,3,0,3,8,4332,48,Partner,1,3,1
2033,Graduate,55914.0,32,384,60,364,119,101,232,4,11,6,8,7,4315,49,Partner,1,3,1
2034,Graduate,40059.0,82,110,29,92,28,10,145,1,6,2,3,8,4316,40,Partner,1,3,1
2035,Graduate,60905.0,27,208,17,76,36,17,38,2,3,3,7,2,4339,74,Partner,1,3,1
2036,Graduate,75330.0,94,555,82,257,93,61,61,4,10,3,12,6,4706,47,Partner,2,4,1
2037,Graduate,60689.0,23,240,90,216,63,6,24,4,4,4,10,3,4343,73,Alone,1,2,1
2038,Graduate,38680.0,97,11,0,36,15,5,12,1,2,0,3,7,4316,40,Partner,1,3,1
2039,Graduate,61416.0,25,848,154,323,201,61,78,1,10,3,10,6,4336,42,Partner,0,2,0
2040,Graduate,49767.0,92,202,47,197,55,42,149,1,5,4,8,4,4342,33,Alone,0,1,0
2041,Graduate,83273.0,98,433,89,650,16,102,102,10,4,6,9,7,4685,54,Alone,3,4,1
2042,Graduate,29009.0,19,6,6,15,10,5,2,2,2,0,3,6,4315,43,Partner,1,3,1
2043,Postgraduate,45057.0,80,37,0,7,3,0,3,1,2,0,3,5,4343,45,Partner,1,3,1
2044,Graduate,37150.0,80,167,37,64,49,34,116,8,4,3,6,7,4699,53,Partner,1,3,1
2045,Graduate,43020.0,79,45,7,99,4,25,43,3,4,1,4,6,4314,54,Alone,1,2,1
2046,Graduate,53154.0,50,129,0,21,0,1,7,1,3,1,4,4,3970,65,Partner,1,3,1
2047,Graduate,65308.0,60,713,0,264,120,80,34,1,7,8,12,4,4333,51,Partner,0,2,0
2048,Graduate,76467.0,44,676,161,426,210,44,58,2,2,5,5,6,4693,54,Alone,1,2,1
2049,Undergraduate,81044.0,0,450,26,535,73,98,26,1,5,6,10,1,4317,77,Partner,0,2,0
2050,Graduate,32871.0,28,22,2,12,0,2,5,1,1,0,3,4,4335,73,Partner,2,4,1
2051,Graduate,55801.0,35,367,4,51,6,4,95,6,7,2,6,7,4322,49,Alone,2,3,1
2052,Graduate,76320.0,49,526,35,214,69,53,35,2,6,3,4,2,3957,65,Alone,1,2,1
2053,Postgraduate,36927.0,46,51,0,16,0,0,4,2,3,0,3,8,3977,69,Alone,2,3,1
2054,Graduate,48794.0,97,25,0,11,3,0,15,1,1,0,3,4,3953,71,Partner,2,4,1
2055,Graduate,23478.0,51,28,6,27,12,17,39,1,3,0,3,8,4325,59,Alone,0,1,0
2056,Graduate,71128.0,80,958,159,447,20,0,31,3,2,10,12,7,4704,51,Alone,1,2,1
2057,Postgraduate,70179.0,10,532,88,168,69,44,133,3,7,3,13,5,4323,48,Alone,1,2,1
2058,Graduate,59462.0,29,724,17,143,0,8,196,2,9,2,12,7,4339,74,Partner,1,3,1
2059,Postgraduate,52247.25135379061,52,375,42,48,94,66,96,7,4,10,4,3,4326,55,Partner,2,4,1
2060,Graduate,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,4317,55,Partner,1,3,1
2061,Postgraduate,52247.25135379061,82,23,0,15,0,2,7,2,3,0,3,6,4313,43,Alone,1,2,1
2062,Postgraduate,70038.0,54,587,54,348,71,54,130,1,4,4,8,2,4319,42,Partner,0,2,0
2063,Graduate,42554.0,93,29,1,11,0,0,0,2,2,0,3,4,4332,46,Partner,2,4,1
2064,Graduate,67445.0,63,757,80,217,29,80,11,5,9,6,12,6,4698,50,Partner,1,3,1
2065,Graduate,67046.0,92,544,35,133,23,151,107,2,4,5,4,2,4338,73,Alone,1,2,1
2066,Graduate,42192.0,40,40,15,15,17,6,7,1,2,1,3,4,4338,76,Partner,0,2,0
2067,Postgraduate,77610.0,70,1245,33,332,21,33,16,2,4,7,4,7,4681,72,Partner,1,3,1
2068,Graduate,31761.0,96,19,1,20,16,14,28,2,3,0,4,5,3974,40,Partner,1,3,1
2069,Graduate,34350.0,81,16,3,15,2,1,11,1,1,0,3,7,4325,45,Partner,1,3,1
2070,Graduate,54591.0,63,376,4,94,12,9,24,3,6,2,8,5,4339,75,Partner,1,3,1
2071,Graduate,71866.0,85,184,178,178,103,39,33,1,6,3,10,3,4319,68,Partner,1,3,1
2072,Graduate,25293.0,51,15,0,11,0,2,9,1,1,1,2,8,4329,55,Partner,1,3,1
2073,Postgraduate,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,4334,37,Alone,0,1,0
2074,Graduate,69520.0,95,627,120,414,121,80,93,1,9,6,5,5,4337,41,Partner,0,2,0
2075,Graduate,64713.0,11,180,60,241,13,54,54,2,5,5,7,4,3972,54,Alone,1,2,1
2076,Postgraduate,27889.0,42,14,0,4,0,0,8,1,1,1,2,6,4339,47,Partner,1,3,1
2077,Undergraduate,22123.0,77,3,3,24,34,7,31,1,2,1,3,5,3952,64,Alone,0,1,0
2078,Graduate,52247.25135379061,82,71,1,16,0,0,9,4,2,1,3,8,4341,53,Partner,2,4,1
2079,Postgraduate,52247.25135379061,83,161,0,22,0,0,24,2,4,1,4,6,4321,70,Partner,1,3,1
2080,Graduate,27803.0,40,8,26,46,38,9,49,2,3,0,4,8,4684,51,Partner,1,3,1
2081,Graduate,52247.25135379061,95,264,0,21,12,6,147,3,6,1,5,7,4326,69,Alone,1,2,1
2082,Graduate,51651.0,32,293,6,23,13,6,92,4,6,2,5,8,4703,64,Partner,1,3,1
2083,Graduate,68487.0,48,758,12,385,33,89,89,1,9,7,13,4,4331,36,Partner,0,2,0
2084,Postgraduate,52247.25135379061,75,532,126,490,164,126,126,1,5,5,11,1,4314,81,Alone,0,1,0
2085,Graduate,56796.0,24,656,38,161,62,47,37,3,8,9,7,7,4328,55,Partner,1,3,1
2086,Undergraduate,87000.0,61,196,25,607,67,17,49,1,4,6,7,2,4695,32,Partner,0,2,0
2087,Graduate,79823.0,6,835,73,380,114,73,43,1,6,9,7,2,3948,65,Partner,1,3,1
2088,Graduate,30828.0,16,16,11,15,2,0,12,2,1,1,4,3,4340,44,Alone,1,2,1
2089,Postgraduate,34109.0,39,9,1,5,2,1,4,1,0,0,3,4,4338,53,Partner,1,3,1
2090,Postgraduate,53367.0,2,229,7,140,10,3,11,7,5,1,8,7,4313,50,Alone,2,3,1
2091,Undergraduate,22390.0,49,0,1,4,15,1,5,1,1,0,2,7,4323,55,Partner,0,2,0
2092,Graduate,71322.0,31,121,24,124,24,15,42,1,4,1,7,2,3977,48,Partner,1,3,1
2093,Graduate,79244.0,58,471,102,125,212,61,245,1,4,10,7,1,4691,31,Alone,0,1,0
2094,Postgraduate,49912.0,5,520,8,223,32,49,42,4,10,5,7,8,4703,75,Partner,1,3,1
2095,Postgraduate,48699.0,90,26,1,10,2,0,1,1,1,0,3,5,4323,74,Partner,2,4,1
2096,Graduate,80144.0,47,240,132,445,250,192,108,1,3,7,8,1,4314,49,Partner,0,2,0
2097,Graduate,54252.0,25,178,4,26,8,4,44,5,4,1,5,6,4316,68,Alone,2,3,1
2098,Postgraduate,81929.0,60,1486,55,278,49,0,185,2,4,4,10,6,4681,48,Partner,1,3,1
2099,Graduate,76068.0,67,1115,12,128,33,12,76,1,2,3,4,6,4681,49,Partner,1,3,1
2100,Postgraduate,53204.0,40,29,0,8,2,0,6,1,1,0,3,4,3959,48,Partner,2,4,1
2101,Postgraduate,67911.0,63,529,0,356,63,28,0,3,6,7,11,3,3957,75,Partner,1,3,1
2102,Undergraduate,14796.0,1,13,3,8,7,4,16,2,1,0,3,9,4693,40,Partner,1,3,1
2103,Postgraduate,78128.0,89,934,24,230,16,24,36,2,8,4,6,3,3960,50,Partner,1,3,1
